name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
Stephen Curry,Golden State Warriors,09/01/2016,2015,3975,1610612744,400828443,3,7,1,0,Jump Shot,2PT Field Goal,5.4,Sacramento Kings,-24,65,0,1.2,"Belinelli, Marco",4.2,11.8
Stephen Curry,Golden State Warriors,09/01/2016,2015,3975,1610612744,400828443,2,0,32,0,Jump Shot,3PT Field Goal,25.4,Sacramento Kings,213,174,3,4.7,"Rondo, Rajon",4.3,11.2
Stephen Curry,Golden State Warriors,09/01/2016,2015,3975,1610612744,400828443,2,4,21,0,Jump Shot,3PT Field Goal,25.5,Sacramento Kings,-43,249,8,7.4,"Rondo, Rajon",5,15.3
Stephen Curry,Golden State Warriors,05/12/2015,2015,3975,1610612744,400828177,3,1,50,1,Jump Shot,3PT Field Goal,23.8,Toronto Raptors,-238,8,0,0.7,"Joseph, Cory",3.9,9.1
Stephen Curry,Golden State Warriors,05/12/2015,2015,3975,1610612744,400828177,1,8,49,1,Jump Shot,3PT Field Goal,24.8,Toronto Raptors,4,242,0,2.2,"DeRozan, DeMar",6.3,12.6
Stephen Curry,Golden State Warriors,05/12/2015,2015,3975,1610612744,400828177,1,6,39,1,Jump Shot,3PT Field Goal,24.7,Toronto Raptors,50,242,0,0.9,"Lowry, Kyle",4.8,17.2
Stephen Curry,Golden State Warriors,05/12/2015,2015,3975,1610612744,400828177,3,1,5,0,Jump Shot,3PT Field Goal,25.7,Toronto Raptors,184,156,1,3.8,"Joseph, Cory",2.4,13.3
Stephen Curry,Golden State Warriors,05/12/2015,2015,3975,1610612744,400828177,4,4,23,0,Jump Shot,3PT Field Goal,28.9,Toronto Raptors,-210,198,0,0.2,"Joseph, Cory",6.8,1.4
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,3,0,1,1,Jump Shot,3PT Field Goal,24.4,Brooklyn Nets,-207,129,2,1.3,"Johnson, Joe",2.5,0
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,3,3,23,0,Jump Shot,3PT Field Goal,23.1,Brooklyn Nets,233,-21,1,1,"Larkin, Shane",3.4,4.5
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,3,1,45,1,Jump Shot,3PT Field Goal,24.9,Brooklyn Nets,173,213,3,3.1,"Jack, Jarrett",4.4,18.4
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,3,4,7,1,Jump Shot,3PT Field Goal,24.4,Brooklyn Nets,-230,31,0,1.2,"Larkin, Shane",12.6,14.3
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,1,7,36,1,Jump Shot,3PT Field Goal,24.2,Brooklyn Nets,-232,95,0,0.9,"Johnson, Joe",7.7,8.7
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,2,1,49,1,Jump Shot,3PT Field Goal,29.9,Brooklyn Nets,-106,269,14,7.9,"Larkin, Shane",6.1,18.8
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,3,10,16,0,Jump Shot,3PT Field Goal,25.1,Brooklyn Nets,0,249,0,0.7,"Jack, Jarrett",2.9,15.5
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,3,4,37,0,Jump Shot,3PT Field Goal,25.7,Brooklyn Nets,-220,110,0,0.9,"Larkin, Shane",3.9,18.5
Stephen Curry,Golden State Warriors,06/12/2015,2015,3975,1610612744,400828187,1,6,27,0,Jump Shot,3PT Field Goal,24.8,Brooklyn Nets,-192,160,0,1.4,"Jack, Jarrett",2.9,18.5
Stephen Curry,Golden State Warriors,04/01/2016,2015,3975,1610612744,400828407,1,11,19,1,Jump Shot,3PT Field Goal,25.4,Charlotte Hornets,-186,180,0,0.8,"Williams, Marvin",5.1,11.8
Stephen Curry,Golden State Warriors,04/01/2016,2015,3975,1610612744,400828407,1,6,38,0,Jump Shot,3PT Field Goal,22.9,Charlotte Hornets,225,-1,0,1,"Hairston, PJ",3.6,18.2
Stephen Curry,Golden State Warriors,05/01/2016,2015,3975,1610612744,400828411,2,0,9,1,Jump Shot,3PT Field Goal,22.5,Los Angeles Lakers,141,214,0,4.8,"Brown, Anthony",0.8,9.8
Stephen Curry,Golden State Warriors,05/01/2016,2015,3975,1610612744,400828411,1,10,36,0,Jump Shot,3PT Field Goal,24.8,Los Angeles Lakers,143,193,3,5.7,"Nance Jr., Larry",6.3,21
Stephen Curry,Golden State Warriors,05/01/2016,2015,3975,1610612744,400828411,3,5,34,1,Jump Shot,3PT Field Goal,6.9,Los Angeles Lakers,-237,-21,1,1.2,"Hibbert, Roy",2.6,9.8
Stephen Curry,Golden State Warriors,05/01/2016,2015,3975,1610612744,400828411,3,9,10,0,Jump Shot,2PT Field Goal,24.9,Los Angeles Lakers,-60,-6,3,3.5,"Clarkson, Jordan",2.8,17.4
Stephen Curry,Golden State Warriors,05/01/2016,2015,3975,1610612744,400828411,2,2,50,0,Jump Shot,3PT Field Goal,3.1,Los Angeles Lakers,235,-15,10,6.4,"Nance Jr., Larry",0.7,18
Stephen Curry,Golden State Warriors,05/01/2016,2015,3975,1610612744,400828411,2,6,38,0,Jump Shot,3PT Field Goal,24.2,Los Angeles Lakers,186,178,2,3.8,"Randle, Julius",3,4
Stephen Curry,Golden State Warriors,05/01/2016,2015,3975,1610612744,400828411,3,9,43,0,Jump Shot,3PT Field Goal,23.7,Los Angeles Lakers,164,188,16,14.1,"Clarkson, Jordan",5,5.7
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,3,10,32,1,Jump Shot,3PT Field Goal,23.8,Boston Celtics,20,247,3,3.2,"Bradley, Avery",3.4,11.6
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,5,1,41,0,Jump Shot,3PT Field Goal,24.8,Boston Celtics,-145,214,10,9.5,"Turner, Evan",3,11.9
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,4,0,46,1,Jump Shot,3PT Field Goal,26.9,Boston Celtics,-24,288,0,0.6,"Bradley, Avery",5.2,9.7
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,1,6,9,0,Jump Shot,3PT Field Goal,24.9,Boston Celtics,6,267,0,0.7,"Crowder, Jae",4.3,0.8
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,2,4,59,1,Jump Shot,3PT Field Goal,23.7,Boston Celtics,-196,149,0,0.7,"Bradley, Avery",3.2,12.4
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,2,0,7,0,Jump Shot,3PT Field Goal,24.1,Boston Celtics,128,237,9,13.1,"Bradley, Avery",0.4,6.5
Stephen Curry,Golden State Warriors,16/12/2015,2015,3975,1610612744,400828268,3,0,48,1,Jump Shot,2PT Field Goal,19.4,Phoenix Suns,120,165,0,0.7,"Warren, TJ",2.9,20
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,5,0,23,0,Jump Shot,3PT Field Goal,25.1,Boston Celtics,176,195,0,0.7,"Crowder, Jae",4.7,9
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,1,3,8,1,Jump Shot,3PT Field Goal,25.9,Indiana Pacers,187,188,0,0.8,"George, Paul",6.1,15.4
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,1,10,19,0,Jump Shot,2PT Field Goal,21.8,Boston Celtics,148,146,0,0.9,"Bradley, Avery",2,13
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,1,7,45,0,Jump Shot,3PT Field Goal,28.5,Boston Celtics,143,232,2,3.5,"Thomas, Isaiah",4.2,22.2
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,4,2,31,0,Jump Shot,3PT Field Goal,23.8,Boston Celtics,19,262,1,2.2,"Crowder, Jae",3.6,11.1
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,3,2,38,1,Jump Shot,2PT Field Goal,11.4,Indiana Pacers,-25,77,13,10.2,"Hill, George",1.5,12.7
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,4,3,7,0,Jump Shot,3PT Field Goal,26.6,Indiana Pacers,168,208,15,13.1,"Hill, Solomon",4.2,10.2
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,1,1,53,1,Jump Shot,3PT Field Goal,25.3,Indiana Pacers,-187,193,0,1,"Stuckey, Rodney",4.3,20.6
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,2,4,2,0,Jump Shot,3PT Field Goal,18.4,Indiana Pacers,110,213,5,3.8,"Mahinmi, Ian",5,11.5
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,2,3,3,1,Jump Shot,3PT Field Goal,24.7,Indiana Pacers,218,120,0,0.8,"Hill, George",7.4,18.2
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,3,0,30,0,Jump Shot,3PT Field Goal,29.5,Indiana Pacers,197,208,5,4.8,"Hill, Jordan",7.1,19.2
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,1,0,32,0,Jump Shot,3PT Field Goal,25.2,Indiana Pacers,-140,203,7,6.3,"Ellis, Monta",1.1,17.7
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,4,1,43,0,Jump Shot,2PT Field Goal,8.1,Indiana Pacers,27,36,12,10.4,"Hill, Solomon",2.1,11.8
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,1,7,7,0,Jump Shot,3PT Field Goal,25.4,Indiana Pacers,-199,193,0,0.6,"George, Paul",5.1,12.4
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,1,11,47,0,Jump Shot,3PT Field Goal,25.4,Indiana Pacers,135,218,2,3.1,"Hill, George",4.2,14.6
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,2,3,50,0,Jump Shot,3PT Field Goal,24.9,Indiana Pacers,209,154,0,0.8,"Miles, CJ",8,20.6
Stephen Curry,Golden State Warriors,08/12/2015,2015,3975,1610612744,400828201,2,0,5,0,Jump Shot,3PT Field Goal,25.1,Indiana Pacers,210,144,22,19.6,"Miles, CJ",3.5,4.3
Stephen Curry,Golden State Warriors,16/12/2015,2015,3975,1610612744,400828268,2,1,4,0,Jump Shot,3PT Field Goal,28.1,Phoenix Suns,-66,264,1,3.2,"Chandler, Tyson",5.9,12.1
Stephen Curry,Golden State Warriors,16/12/2015,2015,3975,1610612744,400828268,1,4,28,0,Jump Shot,3PT Field Goal,27.8,Phoenix Suns,114,247,0,0.8,"Bledsoe, Eric",3.4,19.2
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,2,0,0,0,Jump Shot,2PT Field Goal,21.4,Boston Celtics,-79,208,1,3.6,"Bradley, Avery",0.8,0
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,1,9,23,1,Jump Shot,3PT Field Goal,24.8,Boston Celtics,140,223,0,0.6,"Bradley, Avery",4.8,7
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,4,3,20,0,Jump Shot,2PT Field Goal,18.3,Boston Celtics,145,129,8,7,"Turner, Evan",2.1,18.4
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,4,0,23,0,Jump Shot,2PT Field Goal,20.1,Boston Celtics,-147,95,0,0.6,"Bradley, Avery",3.3,7.5
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,3,6,32,0,Jump Shot,2PT Field Goal,23.1,Boston Celtics,163,134,6,8.3,"Bradley, Avery",3,11.3
Stephen Curry,Golden State Warriors,11/12/2015,2015,3975,1610612744,400828223,2,2,0,0,Jump Shot,3PT Field Goal,26,Boston Celtics,210,164,0,0.7,"Bradley, Avery",4.2,18.7
Stephen Curry,Golden State Warriors,18/12/2015,2015,3975,1610612744,400828284,1,0,1,0,Jump Shot,3PT Field Goal,27.8,Milwaukee Bucks,-204,183,6,4.7,"Carter-Williams, Michael",1.9,0
Stephen Curry,Golden State Warriors,18/12/2015,2015,3975,1610612744,400828284,4,0,51,0,Jump Shot,3PT Field Goal,26.2,Milwaukee Bucks,217,120,0,0,"Mayo, O.J.",2.4,4.4
Stephen Curry,Golden State Warriors,18/12/2015,2015,3975,1610612744,400828284,1,11,20,1,Jump Shot,3PT Field Goal,24.6,Milwaukee Bucks,148,190,0,0.6,"Carter-Williams, Michael",4.6,12.7
Stephen Curry,Golden State Warriors,18/12/2015,2015,3975,1610612744,400828284,2,0,5,0,Jump Shot,3PT Field Goal,24.9,Milwaukee Bucks,-194,159,17,17.2,"Carter-Williams, Michael",3.3,6.8
Stephen Curry,Golden State Warriors,18/12/2015,2015,3975,1610612744,400828284,2,0,26,0,Jump Shot,3PT Field Goal,30.5,Milwaukee Bucks,42,252,3,4,"Middleton, Khris",4.1,20
Stephen Curry,Golden State Warriors,18/12/2015,2015,3975,1610612744,400828284,1,6,48,1,Jump Shot,2PT Field Goal,13.4,Milwaukee Bucks,-37,97,0,0,"Carter-Williams, Michael",2.1,20.5
Stephen Curry,Golden State Warriors,18/12/2015,2015,3975,1610612744,400828284,1,8,23,0,Jump Shot,2PT Field Goal,11.7,Milwaukee Bucks,-17,85,13,7.1,"Carter-Williams, Michael",3.2,15.8
Stephen Curry,Golden State Warriors,18/12/2015,2015,3975,1610612744,400828284,2,4,17,0,Jump Shot,2PT Field Goal,8.1,Milwaukee Bucks,-30,85,2,2.8,"Carter-Williams, Michael",0.8,10.8
Stephen Curry,Golden State Warriors,28/12/2015,2015,3975,1610612744,400828355,3,0,3,1,Jump Shot,3PT Field Goal,28.6,Sacramento Kings,-142,223,0,0.8,"Curry, Seth",3.7,0
Stephen Curry,Golden State Warriors,28/12/2015,2015,3975,1610612744,400828355,2,1,8,1,Jump Shot,3PT Field Goal,29.1,Sacramento Kings,-55,262,2,2.6,"Gay, Rudy",5.1,15.5
Stephen Curry,Golden State Warriors,28/12/2015,2015,3975,1610612744,400828355,1,9,28,0,Jump Shot,3PT Field Goal,25.2,Sacramento Kings,-61,242,0,0.8,"Rondo, Rajon",6,13.7
Stephen Curry,Golden State Warriors,28/12/2015,2015,3975,1610612744,400828355,3,10,38,0,Jump Shot,3PT Field Goal,24.4,Sacramento Kings,-169,193,0,5.7,"Rondo, Rajon",3.6,11.1
Stephen Curry,Golden State Warriors,28/12/2015,2015,3975,1610612744,400828355,3,4,10,0,Jump Shot,3PT Field Goal,22.9,Sacramento Kings,235,28,0,1.3,"Gay, Rudy",4.9,16.2
Stephen Curry,Golden State Warriors,28/12/2015,2015,3975,1610612744,400828355,1,4,13,0,Jump Shot,3PT Field Goal,24.9,Sacramento Kings,-52,259,6,6.3,"Collison, Darren",3,15.9
Stephen Curry,Golden State Warriors,28/12/2015,2015,3975,1610612744,400828355,1,11,7,0,Jump Shot,3PT Field Goal,26.9,Sacramento Kings,22,252,1,4.4,"Rondo, Rajon",2.8,9
Stephen Curry,Golden State Warriors,02/01/2016,2015,3975,1610612744,400828391,2,4,25,0,Jump Shot,3PT Field Goal,24.1,Denver Nuggets,-225,129,0,1.3,"Nelson, Jameer",2.9,24
Stephen Curry,Golden State Warriors,02/01/2016,2015,3975,1610612744,400828391,2,4,48,1,Jump Shot,3PT Field Goal,26.4,Denver Nuggets,-176,213,0,0.5,"Barton, Will",4.4,7.4
Stephen Curry,Golden State Warriors,02/01/2016,2015,3975,1610612744,400828391,1,7,28,0,Jump Shot,3PT Field Goal,23.2,Denver Nuggets,230,100,0,0.7,"Nelson, Jameer",2.8,10.6
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,1,0,34,1,Jump Shot,2PT Field Goal,19.1,Milwaukee Bucks,168,-21,6,6.2,"Vaughn, Rashad",4.2,17
Stephen Curry,Golden State Warriors,23/12/2015,2015,3975,1610612744,400828321,3,2,4,0,Jump Shot,3PT Field Goal,23.1,Utah Jazz,-241,11,0,0.6,"Hood, Rodney",6.7,12.4
Stephen Curry,Golden State Warriors,23/12/2015,2015,3975,1610612744,400828321,1,4,55,0,Jump Shot,3PT Field Goal,22.8,Utah Jazz,-228,38,0,1,"Booker, Trevor",8.1,7.6
Stephen Curry,Golden State Warriors,23/12/2015,2015,3975,1610612744,400828321,3,8,22,1,Jump Shot,2PT Field Goal,20.8,Utah Jazz,82,188,2,2.8,"Hood, Rodney",6.3,17.5
Stephen Curry,Golden State Warriors,23/12/2015,2015,3975,1610612744,400828321,2,0,2,0,Jump Shot,3PT Field Goal,24.3,Utah Jazz,158,190,12,14,"Lyles, Trey",4.7,0
Stephen Curry,Golden State Warriors,23/12/2015,2015,3975,1610612744,400828321,3,4,15,0,Jump Shot,3PT Field Goal,25.8,Utah Jazz,-171,218,12,10,"Favors, Derrick",5.5,12.6
Stephen Curry,Golden State Warriors,23/12/2015,2015,3975,1610612744,400828321,3,3,46,0,Jump Shot,3PT Field Goal,22.3,Utah Jazz,-233,26,0,0.7,"Burke, Trey",3.8,12.5
Stephen Curry,Golden State Warriors,23/12/2015,2015,3975,1610612744,400828321,1,9,31,0,Jump Shot,2PT Field Goal,21.2,Utah Jazz,155,129,0,0.8,"Neto, Raul",1.4,16.6
Stephen Curry,Golden State Warriors,23/12/2015,2015,3975,1610612744,400828321,3,1,9,0,Jump Shot,2PT Field Goal,5.7,Utah Jazz,-9,31,7,6.1,"Burke, Trey",1.9,15.7
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,1,5,16,1,Jump Shot,3PT Field Goal,23.4,Milwaukee Bucks,222,-11,3,8.4,"Parker, Jabari",6.6,14.8
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,2,1,11,1,Jump Shot,2PT Field Goal,22.5,Milwaukee Bucks,159,62,0,0.7,"Antetokounmpo, Giannis",5.5,17.3
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,4,4,44,1,Jump Shot,3PT Field Goal,27.1,Milwaukee Bucks,153,214,0,0.7,"Carter-Williams, Michael",4.4,12.4
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,1,7,16,0,Jump Shot,3PT Field Goal,26.5,Milwaukee Bucks,213,139,2,3.3,"Mayo, O.J.",2.8,14.7
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,4,3,39,0,Jump Shot,3PT Field Goal,24.6,Milwaukee Bucks,-112,242,0,1.2,"Mayo, O.J.",2.2,15.2
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,1,11,7,0,Jump Shot,3PT Field Goal,29.5,Milwaukee Bucks,-74,282,7,6.1,"Monroe, Greg",7.2,18.2
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,1,1,21,0,Jump Shot,2PT Field Goal,1.6,Milwaukee Bucks,-34,18,18,12.3,"Carter-Williams, Michael",3.7,11.6
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,1,2,45,0,Jump Shot,2PT Field Goal,14.5,Milwaukee Bucks,-7,139,13,10.2,"Carter-Williams, Michael",1.9,14
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,3,1,2,0,Jump Shot,2PT Field Goal,21.5,Milwaukee Bucks,-191,3,5,6.5,"Carter-Williams, Michael",3.2,18.2
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,4,6,38,0,Jump Shot,3PT Field Goal,25.1,Milwaukee Bucks,60,239,6,5.6,"Antetokounmpo, Giannis",4.2,7
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,1,1,15,0,Jump Shot,3PT Field Goal,21.9,Milwaukee Bucks,-237,-11,0,0.7,"Antetokounmpo, Giannis",3,21.1
Stephen Curry,Golden State Warriors,12/12/2015,2015,3975,1610612744,400828238,3,5,49,0,Jump Shot,3PT Field Goal,24.6,Milwaukee Bucks,86,257,3,4.2,"Monroe, Greg",5.1,21.2
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,1,6,56,0,Jump Shot,3PT Field Goal,24.5,Portland Trail Blazers,-135,205,0,1,"Lillard, Damian",3.3,11.1
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,3,3,7,1,Jump Shot,3PT Field Goal,27.7,Portland Trail Blazers,12,242,4,5.2,"Leonard, Meyers",5.9,17.5
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,3,10,27,0,Jump Shot,3PT Field Goal,25.7,Portland Trail Blazers,-153,203,0,0.9,"Vonleh, Noah",10.9,10.5
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,3,2,23,1,Jump Shot,3PT Field Goal,24.9,Portland Trail Blazers,120,213,0,0.7,"Lillard, Damian",3,14.6
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,3,0,9,1,Jump Shot,3PT Field Goal,27.6,Portland Trail Blazers,-187,214,13,13.8,"Leonard, Meyers",4.5,7.5
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,1,11,0,1,Jump Shot,3PT Field Goal,22.3,Portland Trail Blazers,227,8,0,0.9,"Lillard, Damian",5.5,15.9
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,3,4,36,0,Jump Shot,3PT Field Goal,24.5,Portland Trail Blazers,63,237,5,5.8,"Aminu, Al-Farouq",4.3,17.9
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,2,0,25,0,Jump Shot,3PT Field Goal,25.3,Portland Trail Blazers,-151,200,8,6.3,"Lillard, Damian",5.2,16.3
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,1,8,56,0,Jump Shot,2PT Field Goal,22.1,Portland Trail Blazers,207,3,9,8.6,"Vonleh, Noah",3.8,16.1
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,2,6,31,0,Jump Shot,3PT Field Goal,24.8,Portland Trail Blazers,204,134,4,4.2,"Crabbe, Allen",4,20.4
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,3,1,34,0,Jump Shot,3PT Field Goal,26.1,Portland Trail Blazers,-191,180,0,0.7,"Harkless, Maurice",5.9,14.9
Stephen Curry,Golden State Warriors,08/01/2016,2015,3975,1610612744,400828435,1,8,5,0,Jump Shot,3PT Field Goal,21.5,Portland Trail Blazers,227,7,0,0.7,"Lillard, Damian",2.7,11.7
Stephen Curry,Golden State Warriors,27/10/2015,2015,3975,1610612744,400827890,1,5,50,1,Jump Shot,2PT Field Goal,22.8,New Orleans Pelicans,-117,188,9,9.6,"Perkins, Kendrick",5.5,14
Stephen Curry,Golden State Warriors,22/11/2015,2015,3975,1610612744,400828087,1,8,25,0,Jump Shot,3PT Field Goal,25,Denver Nuggets,182,175,0,0.7,"Harris, Gary",2.7,14
Stephen Curry,Golden State Warriors,27/10/2015,2015,3975,1610612744,400827890,1,6,45,1,Jump Shot,3PT Field Goal,25,New Orleans Pelicans,-11,259,4,4.5,"Smith, Ish",3.7,19
Stephen Curry,Golden State Warriors,27/10/2015,2015,3975,1610612744,400827890,3,3,23,1,Jump Shot,3PT Field Goal,25.2,New Orleans Pelicans,184,170,0,2.2,"Anderson, Ryan",9.4,20.7
Stephen Curry,Golden State Warriors,27/10/2015,2015,3975,1610612744,400827890,1,5,3,1,Jump Shot,3PT Field Goal,27.7,New Orleans Pelicans,-179,228,3,2.8,"Smith, Ish",4.3,20
Stephen Curry,Golden State Warriors,24/11/2015,2015,3975,1610612744,400828101,2,0,0,0,Jump Shot,3PT Field Goal,32,Los Angeles Lakers,163,517,1,0.9,"Clarkson, Jordan",8.4,0
Stephen Curry,Golden State Warriors,22/11/2015,2015,3975,1610612744,400828087,3,2,30,1,Jump Shot,3PT Field Goal,25,Denver Nuggets,225,90,0,0,"Harris, Gary",2.6,20.5
Stephen Curry,Golden State Warriors,22/11/2015,2015,3975,1610612744,400828087,3,9,15,1,Jump Shot,3PT Field Goal,24.6,Denver Nuggets,30,254,0,1.2,"Harris, Gary",2,7.9
Stephen Curry,Golden State Warriors,24/11/2015,2015,3975,1610612744,400828101,1,3,19,0,Jump Shot,3PT Field Goal,25.6,Los Angeles Lakers,-184,180,0,0.9,"Clarkson, Jordan",6.7,20.7
Stephen Curry,Golden State Warriors,02/11/2015,2015,3975,1610612744,400827938,3,5,32,1,Jump Shot,3PT Field Goal,24.2,Memphis Grizzlies,232,95,1,2,"Barnes, Matt",9,17.8
Stephen Curry,Golden State Warriors,02/11/2015,2015,3975,1610612744,400827938,1,10,36,1,Jump Shot,3PT Field Goal,26.8,Memphis Grizzlies,-210,188,0,0.7,"Conley, Mike",4.5,20.1
Stephen Curry,Golden State Warriors,02/11/2015,2015,3975,1610612744,400827938,3,4,58,1,Jump Shot,3PT Field Goal,21.4,Memphis Grizzlies,228,-5,1,1.4,"Conley, Mike",2,18.1
Stephen Curry,Golden State Warriors,30/10/2015,2015,3975,1610612744,400827917,1,6,23,0,Jump Shot,3PT Field Goal,25.1,Houston Rockets,-129,214,0,0.7,"Lawson, Ty",7.3,15.5
Stephen Curry,Golden State Warriors,04/11/2015,2015,3975,1610612744,400827956,1,11,17,1,Jump Shot,3PT Field Goal,25,Los Angeles Clippers,-43,247,1,1.6,"Griffin, Blake",3.4,21.1
Stephen Curry,Golden State Warriors,19/11/2015,2015,3975,1610612744,400828064,4,6,31,1,Jump Shot,3PT Field Goal,24.3,Los Angeles Clippers,-125,218,1,1.7,"Griffin, Blake",4.3,10.9
Stephen Curry,Golden State Warriors,19/11/2015,2015,3975,1610612744,400828064,1,11,8,1,Jump Shot,3PT Field Goal,26,Los Angeles Clippers,-202,178,7,5.7,"Jordan, DeAndre",5.3,15.2
Stephen Curry,Golden State Warriors,19/11/2015,2015,3975,1610612744,400828064,4,1,47,1,Jump Shot,3PT Field Goal,24.8,Los Angeles Clippers,-47,242,0,1.9,"Crawford, Jamal",6,9.5
Stephen Curry,Golden State Warriors,19/11/2015,2015,3975,1610612744,400828064,2,7,54,1,Jump Shot,3PT Field Goal,23.4,Los Angeles Clippers,236,21,0,0,"Rivers, Austin",4.5,14.7
Stephen Curry,Golden State Warriors,19/11/2015,2015,3975,1610612744,400828064,2,6,45,0,Jump Shot,3PT Field Goal,25.7,Los Angeles Clippers,-70,252,9,7.5,"Smith, Josh",7.1,16.1
Stephen Curry,Golden State Warriors,30/10/2015,2015,3975,1610612744,400827917,2,6,50,0,Jump Shot,3PT Field Goal,22.8,Houston Rockets,-235,-16,1,1.6,"Harden, James",0,3.4
Stephen Curry,Golden State Warriors,24/11/2015,2015,3975,1610612744,400828101,1,0,46,1,Jump Shot,3PT Field Goal,24.3,Los Angeles Lakers,99,239,0,0.6,"Bass, Brandon",4.2,16.6
Stephen Curry,Golden State Warriors,31/10/2015,2015,3975,1610612744,400827922,2,3,47,0,Jump Shot,3PT Field Goal,19.8,New Orleans Pelicans,220,20,0,0,"Douglas, Toney",0.2,14.5
Stephen Curry,Golden State Warriors,31/10/2015,2015,3975,1610612744,400827922,1,6,10,1,Jump Shot,2PT Field Goal,19.5,New Orleans Pelicans,-24,193,0,0.7,"Holiday, Jrue",5,16.1
